NAME,https://quay.io,https://cdn.quay.io,https://cdn01.quay.io,https://cdn02.quay.io,https://cdn03.quay.io,https://registry.redhat.io,https://sso.redhat.com,https://openshift.org,https://mirror.openshift.com,https://storage.googleapis.com/openshift-release,https://quay-registry.s3.amazonaws.com,https://api.openshift.com,https://art-rhcos-ci.s3.amazonaws.com,https://cloud.redhat.com/openshift,https://registry.access.redhat.com,https://cert-api.access.redhat.com,https://api.access.redhat.com,https://infogw.api.openshift.com,https://cloud.redhat.com/api/ingress
iZeno-NB1182,Success,Failed,Failed,Failed,Success,Success,Failed,Success,Success,Failed,Failed,Success,Failed,Failed,Success,Success,Success,Failed,Failed
